link,price,bedrooms,bathrooms,area,agency,coordinates,facilities,upload_date,stratum,parking_lots,floor,construction_age_min,construction_age_max,places,location,transportation,description
https://www.fincaraiz.com.co/apartamento-en-arriendo/192404750,1300000,1,1,35,Epica Inmobiliaria,"(4.749293189669715, -74.0273380279541)","['Canchas Deportivas', 'Restaurantes', 'Salón Comunal', 'Servicios independientes', 'Servicios Públicos', 'Seguridad', 'Piso en Baldosa / Mármol', 'Ascensor', 'Cocina Equipada', 'Closet', 'Circuito cerrado de TV', 'Baño compartido']",2025-05-17,3,0,-1,0,1,"['PriceSmart', 'Parque Villas de Aranjuez', 'D1 - Santa Teresa', 'Av. 9a - Calle 170', 'Parque El Redil', ""Domino's Pizza Redil"", 'Plaza de Mercado Codabas', 'Metropan Pastelería | Calle 165', 'SUPERMERCADO COMUNAL SANTA TERESA', 'Leche y Miel Panadería y Pastelería', 'IL CIELO PIZZERIA DOMICILIOS', 'Alimentador San Cristóbal Parada 4 Transmilenio', 'La Italiana', 'Supermercado BUEN DIA(Cra. 8h #165-34)', 'Parque hará hugo', 'Cl 170 - AK 7', 'Productos UMA', 'Parque Danubio', 'AC 170 - Kr 8', 'Justo y Bueno']","['Usaquén', 'Bogotá', 'Cundinamarca']","['Av. 9a - Calle 170', 'Alimentador San Cristóbal Parada 4 Transmilenio', 'Cl 170 - AK 7', 'AC 170 - Kr 8']","El apartamento cuenta con un estilo moderno y acabados lujosos en tonos claros. Los pisos son de cerámica imitación madera y la cocina tiene gabinetes de madera laminada. La iluminación natural es abundante gracias a sus amplias ventanas. La distribución es abierta, integrando la cocina y la sala de manera fluida. Las habitaciones son privadas y el baño compacto tiene acabados modernos. Desde las ventanas se aprecia una vista urbana. El estado general es excelente, con paredes y techos en buen estado. La decoración es minimalista y funcional."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192404841,1350000,2,1,45,Bienco S.A,"(4.778203747351488, -74.04632806777954)","['Vista panorámica', 'Trans. Público cercano', 'Cerca centro comercial', 'Cocina Integral', 'Closet', 'Zona Infantil', 'Zona Comercial', 'Instalación de gas', 'Zona Residencial']",2025-05-17,3,0,-1,0,1,"['MAKRO SUPERMAYORISTA S.A - CUMARÁ', 'La Múnich', ""McDonald's Autonorte"", 'Auto Norte - CL 191', '338B02 Estación Terminal', 'El Corral Makro', 'Asaderos El Llanerazo Del Norte', 'Auto Norte - CL 194', 'Foody - Comida rica y saludable a domicilio', 'Auto Norte - CL 207', 'Parque de Los Novios Club Campestre El Rancho', 'Asadero El Chiguiro', 'Auto Norte - CL 194', 'Auto Norte - CL 193', 'Auto Norte - CL 205', 'Auto Norte - CL 197', 'Pesebrera Los Potrillos', 'Asadero El Guayatuno', 'Restaurante El Paisa', 'Restaurante LA MANRRIQUE']","['Usaquén', 'Suba', 'Bogotá', 'Cundinamarca', 'Boyacá']","['Auto Norte - CL 191', '338B02 Estación Terminal', 'Auto Norte - CL 194', 'Auto Norte - CL 207', 'Auto Norte - CL 194', 'Auto Norte - CL 193', 'Auto Norte - CL 205', 'Auto Norte - CL 197']","Este apartamento contemporáneo cuenta con acabados modernos y una iluminación abundante gracias a sus amplias ventanas. Tiene una distribución abierta, integrando la cocina con la sala de estar y separando las habitaciones por un pasillo. Ofrece una vista cerrada en un entorno urbano. Su estado general es impecable, con paredes y techos en buen estado, y pisos sin desgaste. La decoración es mínima y funcional."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192404859,2500000,2,2,50,Bienco S.A,"(4.662768140323801, -74.12780284881592)","['Canchas Deportivas', 'Vista panorámica', 'Amoblado', 'Sobre vía principal', 'Citófono', 'Trans. Público cercano', 'Cerca centro comercial', 'Cocina Integral', 'Closet', 'Zona Comercial', 'Zona Residencial', 'Terraza']",2025-05-17,3,0,2,1,8,"['Hayuelos Centro Comercial', 'Jumbo Hayuelos', 'Éxito Modelia', 'La Salchipapería DC Modelia', 'KFC Modelia', ""McDonald's"", 'Hornitos Modelia', 'Xl Gourmet Modelia', 'Parque Bosque de Hayuelos', 'Da Quei Matti Hayuelos', 'Kids Country House', 'Parques de Modelia Reservado II', 'Hamburguesas El Corral', ""Domino's Pizza Modelia"", 'Kr 80ABIS - Cl 22D', 'Mercafam Ltda.', 'Tienda D1 Modelia Av Esperanza', 'Dos Banderas', 'Oliva Kim Chicken', 'OXXO Modelia Occidental']","['Fontibón', 'Bogotá', 'Cundinamarca', 'Modelia', 'Modelia Occidental']",['Kr 80ABIS - Cl 22D'],"El apartamento tiene un estilo moderno con acabados contemporáneos en madera y cerámica, y mármol en la cocina. Ofrece buena iluminación natural gracias a las ventanas de tamaño mediano. La distribución es abierta, integrando sala, comedor y cocina, mientras que los dormitorios y baños son privados. Dispone de vista urbana, con edificios cercanos, y está en buen estado, con paredes y techos bien conservados. Elementos decorativos enriquecen el espacio, y un pequeño balcón proporciona un área exterior acogedora."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192403919,2250000,3,3,67,MercedesTibavizco,"(4.671429682682433, -74.12939071655273)","['Salón Comunal', 'Supermercados / C.Comerciales', 'Colegios / Universidades', 'Citófono', 'Calentador', 'Vigilancia', 'Cocina Integral', 'Baño Auxiliar', 'Circuito cerrado de TV', 'Parqueadero Visitantes', 'Portería / Recepción', 'Parques cercanos']",2025-05-17,4,1,5,16,30,"['Hayuelos Centro Comercial', 'KFC Modelia', ""McDonald's"", 'Xl Gourmet Modelia', 'Parques de Modelia Reservado II', 'Kids Country House', ""Domino's Pizza Modelia"", 'Papa Johns Modelia', 'Tiendas Ara Baleares - Modelia Occidental', 'Parque Mascotas', 'FUEGO BURGER MODELIA', ""Domino's Pizza Hayuelos"", 'El Corral Hayuelos', 'Tártara by Santander', 'El Santandereano', 'Restaurante Zona Gourmet', 'Tienda Ara Santa Cecilia', 'Supertiendas Comunal Villemar', 'domo burger', 'Parques De La Cofradía']","['Fontibón', 'Bogotá', 'Cundinamarca']",[],"Este apartamento cuenta con un diseño moderno y acabados contemporáneos, utilizando madera y mármol en sus materiales. Destaca por su iluminación abundante, gracias a grandes ventanas que permiten la entrada de luz en sus espacios. Su distribución es abierta, facilitando una fluida conexión entre la sala, dormitorios y cocina. Ofrece vista urbana con áreas verdes, y su estado general es bueno, con paredes, pisos y techos bien conservados. La decoración es simple y funcional, sin elementos llamativos."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192403901,2700000,2,2,70,PORTADA INVERSIONES FONTIBON,"(4.658169994182229, -74.11295413970947)","['Salón Comunal', 'Zonas Verdes', 'En conjunto cerrado', 'Colegios / Universidades', 'Ascensor', 'Calentador', 'Cocina Integral', 'Zona Infantil', 'Piso en Baldosa / Mármol', 'Instalación de gas', 'Zona de lavandería', 'Portería / Recepción']",2025-05-17,4,1,-1,16,30,"['Terminal de Transporte S.A.', 'PriceSmart', ""McDonald's Ciudad Salitre"", 'Éxito Plaza Salitre', 'Hornitos Ciudad Salitre', 'Terminal de Transportes de Bogota', 'Parque Sauzalito', ""McDonald's"", ""McDonald's Salitre Plaza"", 'Tienda Ara Ciudad Salitre', 'BBC PUB SALITRE', 'Éxito Esperanza', 'AV. Boyacá - AC 26', 'AV. Boyacá - AC 26', 'Burger Town Salitre Torre 26', 'Hornitos Altagracia', 'Tiendas D1', 'Restaurante Bellini Salitre', 'Parque Carlos Lleras', 'Buffalo Wings']","['Bogotá', 'Fontibón', 'Engativá', 'Cundinamarca']","['Terminal de Transportes de Bogota', 'AV. Boyacá - AC 26', 'AV. Boyacá - AC 26']","Este apartamento de estilo arquitectónico tradicional cuenta con acabados modernos y funcionales, utilizando ladrillo a la vista y baldosas claras. La iluminación natural es abundante, gracias a grandes ventanas. Su distribución es compartimentada, con una cocina cerrada y áreas de sala y comedor separadas. Se aprecian vistas hacia un entorno urbano. El estado general del apartamento es bueno, con paredes, pisos y techos en buen estado de conservación, destacando elementos decorativos como lámparas colgantes y arcos con columnas que añaden carácter al espacio."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192403600,4689000,3,2,75,RV Inmobiliaria,"(4.665548400136056, -74.05877351760864)","['Salón Comunal', 'Trans. Público cercano', 'Citófono', 'Ascensor', 'Vigilancia', 'Cerca centro comercial', 'Zona Residencial']",2025-05-17,5,1,-1,31,100,"['Andrés D.C. Bogotá', 'Carulla Country', ""Storia D'Amore zona T"", 'Osaka Bogotá', 'Astoria Rooftop | The Best Rooftop in Colombia', 'Cantina La 15 Bogotá - Bar y Restaurante Mexicano', ""McDonald's Polo"", 'Rogelio Redtacos', 'Harry Sasson', 'Crepes & Waffles Calle 83-Zona T', 'Les Amis Bizcocheria', 'Masa 81 | restaurante', 'Tejo La Embajada', 'Attic & Keller', 'WOK Zona T', 'Malaflor', 'Crepes & Waffles Calle 73', 'Arrogante Restaurante Bogotá', 'Ichiraku Ramen Bogotá Norte', 'Parque El Virrey']","['Bogotá', 'Chapinero', 'Cundinamarca']",[],"Este apartamento moderno presenta acabados sencillos y funcionales, con pisos de madera en áreas sociales y habitaciones, y cerámica en baños y cocina. La iluminación natural es limitada, y la distribución abierta crea un ambiente conectado en la sala de estar, mientras que la cocina se sitúa en un espacio separado. Las vistas dan a un entorno urbano. El estado general es bueno, con paredes recién pintadas y suelos bien conservados. El mobiliario es simple, con gabinetes en blanco y detalles en rojo. No hay elementos decorativos destacados, priorizando la funcionalidad básica."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192403806,1500000,3,2,97,RV Inmobiliaria,"(4.670253430117551, -74.13906812667847)","['Citófono', 'Trans. Público cercano', 'Cerca centro comercial', 'Zona Comercial', 'Zona Residencial', 'Alarma']",2025-05-17,3,1,-1,9,15,"['Parque Principal de Fontibón', 'Parque Fontibón', 'Plaza de Mercado Fontibón', 'fontibon centro a', 'La Ventanita', 'Villemar', 'Mercafam Fontibon', ""Domino's Pizza Fontibón"", 'KFC Fontibón Centro', 'Parque Villemar', 'Hotel cosmos 100', 'Tienda Ara Fontibón Colores', 'El Surtidor Caviri y CIA S.A.S', 'Parque Mascotas', 'La Gran Parrilla Santandereana H&S \u200d', 'Punta Camaron Restaurante', 'OXXO MAR', 'The Good Place', 'El Corral Fontibón', 'Restaurante Tabasco - Comida Tradicional Mexicana']","['ZONA 5', 'Fontibón', 'Bogotá', 'Cundinamarca']",[],"Este apartamento presenta un estilo sencillo y tradicional con acabados en madera y cerámica. La iluminación natural es moderada gracias a las amplias ventanas, aunque el entorno urbano es más cerrado. Su distribución es abierta en la sala, conectando con otras áreas a través de un pasillo, mientras que el baño y las habitaciones están compartimentadas. El estado general es bien cuidado, con paredes y techo en buen estado, y suelos bien conservados. Los elementos decorativos son mínimos y no se destacan particularidades estructurales."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192404317,1850000,2,1,48,RE Inmobiliaria SAS,"(4.592060314405571, -74.0916895866394)","['Sobre vía secundaria', 'Restaurantes', 'Servicios independientes', 'Supermercados / C.Comerciales', 'Cerca a sector comercial', 'Calentador', 'Barra estilo americano', 'Cocina Integral', 'Closet', 'Instalación de gas', 'Bombas de gasolina', 'Parques cercanos']",2025-05-17,3,1,-1,1,8,"['Panadería Kuty - Santa Isabel', 'Tygua - San José', 'Parque La María - Polideportivo Eduardo Santos', 'Estación de Transporte Bolívar', 'Pescadero BenjamÍn Bohórquez', 'Parque Público San Antonio De Padua', 'Verona Pizza', 'Comidas Rápidas Las Ricuras de Pachito', 'Tiendas Ara Santa Isabel', 'SITP', 'El Vergel', 'Olímpica autogrande', 'Tienda Ara La Fragüita', 'Cooratiendas la Fragüita', '24 Seven Luna Park', 'El Gran Caldas Arroz Paisa - Luna Park (Restrepo)', 'Parque La Rabida', 'D1 Luna Park', 'D1 El Progreso JR7', 'Parador Madrileña calle 6']","['Los Mártires', 'Antonio Nariño', 'Bogotá', 'Cundinamarca', 'los comuneros']","['Tygua - San José', 'Estación de Transporte Bolívar', 'SITP']","El apartamento presenta acabados modernos y materiales como azulejos blancos en la cocina, combinados con un mobiliario funcional. Cuenta con iluminación abundante gracias a ventanas amplias que ofrecen vistas panorámicas de un entorno urbano. La distribución es abierta, integrando la cocina a la sala de estar con accesos directos a otras áreas. Su estado general es bueno, con paredes en buen estado, pisos bien cuidados y techos sin manchas. La decoración es minimalista, enfocándose en lo práctico."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192404397,7235000,3,3,190,Inmobiliare Julio Corredor,"(4.686891873666718, -74.04441833496094)","['Restaurantes', 'Supermercados / C.Comerciales', 'Servicios Públicos', 'Piso en Madera', 'Seguridad', 'Cerca a sector comercial', 'Calentador', 'Cocina Integral', 'Baño Auxiliar', 'Closet', 'Bombas de gasolina', 'Terraza']",2025-05-17,6,2,-1,31,100,"['Jumbo Santa Ana', 'Cumbia House de Gaira', 'Masa 105 | restaurante', 'Carulla Calle 102', 'D1', 'Al Agua Patos', 'Crepes & Waffles Arte-Sano 109', 'La Kasta 106', 'Hotel Chicó 97', 'Restaurante Pajares Salinas', 'Hornitos Chicó', 'Restaurante Castellana 104', 'Coctel del Mar', 'La Fragata Giratorio', 'Brot Apice 97', 'Jacques', 'Casa de Corea', 'Frisby La 104', 'Carulla Calle 110', 'Olímpica chico 1']","['Usaquén', 'Chapinero', 'Bogotá', 'Cundinamarca']",[],"El apartamento destaca por sus acabados modernos y un estilo contemporáneo, con materiales como madera laminada y tonos oscuros en la cocina. La iluminación natural es abundante gracias a las amplias ventanas que dan al patio. La distribución es semiabierta, conectando visualmente la sala y el comedor, mientras que la cocina está parcialmente separada. Las habitaciones son cerradas con ventanas hacia el patio. Las vistas exteriores son limitadas en un entorno semiurbano y cerrado. El estado general es bueno, sin desgaste visible en paredes, pisos o techos, y la decoración es minimalista y funcional, con toques decorativos en el patio."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192404423,1800000,1,1,17,Houm,"(4.602284083956363, -74.06875133514404)","['Supermercados / C.Comerciales', 'Servicios Públicos', 'Acceso Pavimentado', 'Zonas Verdes', 'Colegios / Universidades', 'Trans. Público cercano', 'Ascensor', 'Alcantarillado', 'Cocina Integral', 'Zona de BBQ', 'Gimnasio', 'Parques cercanos']",2025-05-17,3,0,6,1,8,"['La Puerta Falsa', 'Taquilla Teleférico Monserrate', 'Plaza Distrital de Mercado La Concordia', 'Parque de los Periodistas Gabriel García Márquez', 'Crepes & Waffles Las Aguas', 'Restaurante Madre', 'Pastelería Florida', 'Teatro al Aire Libre La Media Torta', 'Hotel de la Opera', 'Sendero a Monserrate', 'La Cazuela de La 24', 'T BONE', 'KFC Calle 17', 'Origen Bistro', 'El Gato Gris', 'Masaya Hostel Bogotá', 'Bombon Bog Candelaria', 'Ichiraku Ramen Bogotá', 'Oriundo, Cocina de Mamá', 'Éxito Plaza Bolivar']","['Bogotá', 'Santa Fé', 'La Candelaria', 'Centro Histórico', 'candelaria']",['Taquilla Teleférico Monserrate'],"Apartamento moderno con acabados lujosos y mobiliario de estilo contemporáneo en madera clara. Disfruta de iluminación abundante gracias a sus grandes ventanas, en una distribución abierta que conecta la sala, comedor y cocina. Ofrece vistas hacia un entorno urbano, manteniendo un aspecto limpio y minimalista. El estado general es bueno, con paredes y techos en óptimas condiciones, sin desgaste notable. Las áreas exteriores, como el jardín en la azotea, están bien mantenidas y son ideales para recreación."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192404472,950000,2,1,38,RE Inmobiliaria SAS,"(4.650192673981195, -74.16739225387573)","['Zonas Verdes', 'Ventilación Natural', 'Garaje(s)', 'Vigilancia privada 24*7', 'Vigilancia 24x7', 'Cocina Integral', 'Comedor', 'Piso en Baldosa / Mármol', 'Zona Residencial']",2025-05-17,2,0,-1,1,8,"['Parque Dindalito Bella Vista', 'Parque Tintal', 'Tiendas Ara Mall Tintal', 'Parque Unir 1', 'Ara Palmitas', 'Parque El Rosario', 'Mercados Delta Primavera', 'Megamercado La Despensa Patio Bonito', 'Parqué Primavera', 'Parque Tierra Buenazul', 'Autoservicio Surtigangas', 'DOMICILIOS TIERRA BUENA RESERVADO RESTAURANTE', 'skatepark parque bellavista', 'Supermercado Cooratiendas', 'CL 2 Sur - KR 93D', 'KR 99A - CL 26 Sur Br. Tierra Buena I', 'Mercados Tintalá', 'AV. Tintal - CL 2', 'Parque Infantil', 'Supermercado Uniéxito | Aliado Red Contigo']","['Bogotá', 'Kennedy', 'Cundinamarca']","['CL 2 Sur - KR 93D', 'KR 99A - CL 26 Sur Br. Tierra Buena I', 'AV. Tintal - CL 2']","El apartamento tiene un estilo moderno con acabados sencillos. Sus pisos de cerámica y paredes pintadas en blanco crean un ambiente limpio. La cocina cuenta con muebles laminados y electrodomésticos básicos. La iluminación natural es abundante gracias a grandes ventanas en la sala y una ventana moderada en la habitación. La distribución es abierta entre la cocina y la sala, mientras que las habitaciones y el baño están compartimentados. Desde las ventanas se aprecia un entorno urbano. El estado general es aceptable, con paredes, pisos y techos en buen estado, sin signos de desgaste. El diseño interior es simple."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192404477,2780000,2,2,61,GRUPO PROFESIONAL INMOBILIARIO GPI SAS,"(4.782159609164083, -74.04298067092896)","['Restaurantes', 'Salón Comunal', 'Piso en Madera', 'Seguridad', 'Piso en Baldosa / Mármol', 'Ascensor', 'Calentador', 'Portería / Vigilancia', 'Alcantarillado', 'Barra estilo americano', 'Balcón', 'Baño compartido']",2025-05-17,4,1,-1,0,1,"['La Múnich', 'Asaderos El Llanerazo Del Norte', 'Auto Norte - CL 207', 'Foody - Comida rica y saludable a domicilio', 'Asadero El Chiguiro', 'Auto Norte - CL 205', 'Auto Norte - CL 197', 'Asadero El Guayatuno', 'Auto Norte - CL 198', 'Auto Norte - CL 207', 'Auto Norte - CL 205', 'OSSO', 'Super Pavo El Original', 'Restaurante El Glotoncito', 'Auto Norte - CL 198', 'La Gran Parrilla', 'Restaurante Universitario', 'Mercado Gr', 'Asadero Guayatuno Kr 45 Cl 196b', 'Burger Store']","['Usaquén', 'Bogotá', 'Cundinamarca', 'La Caro', 'Suba']","['Auto Norte - CL 207', 'Auto Norte - CL 205', 'Auto Norte - CL 197', 'Auto Norte - CL 198', 'Auto Norte - CL 207', 'Auto Norte - CL 205', 'Auto Norte - CL 198']","El apartamento cuenta con un estilo moderno y acabados contemporáneos. La cocina presenta materiales de madera clara y superficies lisas en tonos neutros. Gracias a grandes ventanas, la iluminación natural es abundante, y las paredes blancas reflejan la luz. La distribución es abierta entre la cocina y la sala de estar, creando un concepto sin divisiones. Ofrece vistas hacia un entorno urbano, con edificios cercanos y áreas verdes en la distancia. El estado general es bueno, con superficies limpias y en buen estado. No se observan elementos decorativos específicos ni detalles inusuales."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192404487,5600000,2,3,92,Rentar Inmobiliaria,"(4.689180163354617, -74.02266025543213)","['Restaurantes', 'Salón Comunal', 'Piso en Madera', 'Cerca a sector comercial', 'Calentador', 'Cerca centro comercial', 'Barra estilo americano', 'Closet', 'Gimnasio', 'Instalación de gas', 'Bombas de gasolina', 'Parques cercanos']",2025-05-17,6,1,-1,9,15,"['Tasca La Puerta de Alcalá', 'Sendero La Aguadora - Santa Ana', 'Café Rosé Usaquén', 'Bosque pino', 'Punto de acceso sendero - La Aguadora', 'IHOP (Solo domicilios)', 'Sendero Natural Santa Ana', 'Foodology Sas', 'Parque Cerro Santa Ana', 'Parque de La Virgen', 'LA CAVA DE LA PAELLA', 'La Puerta Azul', 'Restaurante de raiz cocina', 'Restaurante Mr.Brasa', 'Pret Sandwich Bistro', 'Wok & Co', 'Restaurante Praga', 'Alkarabar Restaurante Usaquén', 'Cacerola', 'Gastrobar Vitapas']","['Usaquén', 'Bogotá', 'Cundinamarca']",[],"El apartamento tiene un estilo moderno con acabados lujosos y materiales en madera. La iluminación natural es moderada gracias a grandes ventanas, aunque limitada por el entorno urbano. La distribución es abierta, integrando la sala de estar y la cocina. Ofrece vistas a un entorno urbano. En general, se encuentra bien cuidado, sin signos de desgaste, y cuenta con áreas comunes agradables."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192405362,4700000,3,3,110,Engel & Völkers,"(4.689736195230971, -74.03409719467163)",['Duplex'],2025-05-17,5,2,1,31,100,"['Jumbo Santa Ana', 'Parque fundacional de Usaquén', 'Olímpica Santa Ana', 'Bridados Muhai', 'La Mar • Cebichería Peruana', 'Café Amarti', 'Bicono Usaquen', 'Wagco Fusion Urban Foods', 'Crepes & Waffles Usaquén', 'Carulla Bella Suiza', 'Abasto', 'Osaki Usaquén', 'WOK Usaquén', 'Campo Dei Fiori - Restaurante Italiano', 'Restaurante Cecilia', 'Cava Oculta de Alpina', 'Andres Carne de Res · Plazoleta de Comidas', 'Sushi Bushido Usaquén', 'Carulla Calle 110', 'Tasca La Puerta de Alcalá']","['Usaquén', 'Bogotá', 'Cundinamarca']",[],"El apartamento ofrece un estilo moderno con acabados contemporáneos y mobiliario minimalista. La cocina presenta muebles de madera laminada y encimeras de granito. La iluminación natural es abundante, gracias a las amplias ventanas que proporcionan vistas a un entorno urbano. La distribución es abierta, integrando las áreas comunes sin divisiones visibles. El estado general es bueno, con pisos de madera y paredes en buen estado, sin desgaste notable."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192403261,1440000,2,1,42,Houm,"(4.683897838461401, -74.14936780929565)","['Supermercados / C.Comerciales', 'Servicios Públicos', 'Acceso Pavimentado', 'Zonas Verdes', 'Colegios / Universidades', 'En condominio', 'Trans. Público cercano', 'Ascensor', 'Alcantarillado', 'Cocina Integral', 'Zona de BBQ', 'Parques cercanos']",2025-05-17,3,0,-1,1,8,"['Metro Fontibón', 'Metro Fontibón', 'Parque Atahualpa', 'Piqueteadero Guadalajara', 'Parque Público Zonal Atahualpa', 'Parque La Giralda', 'Merqueo Fontibón', 'HIPERMERCADOS EDEN SAS', 'La Barca Del Sabor', 'Parque la aldea', 'El Surtidor Caviri y CIA S.A.S', 'D1 Mercado', 'OXXO BOSTON', ""Viking's Burger"", 'Mercafull Cooratiendas 662', 'Ara Villa Carmenza', 'D1 La Giralda', 'Pelanga La Variante Fontibon', 'Parque Montecarlo', 'Supermercado Ahorremas | Aliado Red Contigo']","['Bogotá', 'Fontibón']",[],"El apartamento cuenta con un estilo moderno y acabados sencillos. Sus materiales incluyen pisos de cerámica y una cocina con muebles de madera clara. Los espacios están en buen estado de conservación, con paredes blancas bien mantenidas. La iluminación natural es adecuada, destacándose en la sala gracias a sus ventanas grandes. La distribución es abierta, conectando la sala con una cocina americana compacta, mientras que las habitaciones son cerradas y tienen armarios empotrados. Las vistas son urbanas, con techos de casas y edificios vecinos, además de algunas áreas verdes. En general, el apartamento se presenta en buen estado, sin signos de desgaste visibles."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192403262,3000000,3,2,90,Houm,"(4.690121140116812, -74.0802526473999)","['Supermercados / C.Comerciales', 'Servicios Públicos', 'Acceso Pavimentado', 'Cochera', 'En condominio', 'Ascensor', 'Alcantarillado', 'Depósito / Bodega', 'Gimnasio', 'Aire Acondicionado', 'Balcón', 'Parques cercanos']",2025-05-17,4,1,2,9,15,"['Éxito Calle 80', 'Jumbo Calle 80', 'Éxito Floresta', 'Passaro Charcutería y Panadería Argentina', 'Éxito', 'Little Caesars Pizza Lagartos', 'Jungla Park Bolera Floresta', 'Jumbo Titán Plaza', 'El Sol de Nápoles', 'Parque Las Ferias', ""McDonald's"", 'Archies Floresta', ""McDonald's"", 'La Sofileña', 'DON ROMERO DC', 'Lalitos Burger', 'Di Martina Pizzería Artesanal', 'Crepes & Waffles Centro Comercial Floresta', 'Tienda Ara Julio Flores', 'El Velero Floresta']","['Engativá', 'Barrios Unidos', 'Bogotá', 'Santa Rosa norte']",[],"El apartamento tiene un estilo arquitectónico moderno con acabados contemporáneos y materiales de alta calidad, como madera en la cocina y mármol en las encimeras. Dispone de iluminación abundante gracias a sus ventanas de buen tamaño, que ofrecen vista urbana con áreas verdes. La distribución es funcional y abierta en la sala y comedor, con espacios definidos para la cocina y los baños. Las habitaciones son independientes y bien organizadas, incluyendo una lavandería integrada. El estado general es bueno, con mantenimiento visible en paredes, pisos y techos, y una decoración minimalista que permite personalización."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192403431,1578000,1,1,26,Abrazando Historias,"(4.6269018045387185, -74.06845092773438)",[],2025-05-17,3,0,4,-1,-1,"['San Martín Centro Comercial', 'Park Way', 'Parque Nacional', 'Parque Nacional Enrique Olaya Herrera', 'Carulla La Soledad', 'Transmilenio Calle 34', 'Crepes & Waffles Parkway', 'La Kasta Parkway', 'Salonika', 'Plaza 39 Centro Comercial', 'Buffet King Bogotá San Martin', 'Little Caesars Javeriana', 'Diosa Cervecería Teusaquillo', 'Wok Park Way', 'Éxito San Martín', 'Mistral La Soledad', 'La Trocha, La Casa de la Paz', 'Carulla Calle 47', 'San Marcos Pastas y Panadería.. excelente producto exquisito sabor', 'Crepes & Waffles Centro Comercial Plaza 39']","['Bogotá', 'Teusaquillo', 'Chapinero', 'Santa Fé', 'Cundinamarca']",['Transmilenio Calle 34'],"El apartamento tiene un estilo moderno con acabados lujosos y una distribución abierta, integrando la cocina al área de estar. La iluminación natural es abundante gracias a grandes ventanas de suelo a techo, que ofrecen vista urbana y parcial a un entorno montañoso. Los materiales de la cocina son de madera y cerámica, y el estado general es nuevo, con paredes y techos en buen estado. El diseño interior incluye elementos decorativos y plantas, creando un ambiente acogedor y funcional."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192403999,1500000,2,1,36,Tu Llave Inmobiliaria SAS,"(4.688688288633514, -74.09104585647583)",[],2025-05-17,3,0,2,0,1,"['Jumbo Calle 80', 'Humedal Santa María del Lago', 'Supermercado El Porvenir Ferias', 'Supermercados Lider Las Ferias', 'La Birria del Gordo', 'AV. Boyacá - AC 80', 'Estadio Tabora', 'Panadería Kuty', 'mora mora', ""Domino's Pizza Av.Boyaca"", '500 Rooftop', 'Jumbo Titán Plaza', 'Parque Bonanza', 'Parque Las Ferias', 'Surtimayorista Av Rojas', 'AV. Boyaca - CL 68', ""McDonald's"", 'Caldo Parado La Rojas', 'Parque Tabora', 'AV. Boyacá - AC 72']","['Engativá', 'Zona 3', 'Bogotá', 'Cundinamarca']","['AV. Boyacá - AC 80', 'AV. Boyaca - CL 68', 'AV. Boyacá - AC 72']","El apartamento cuenta con un estilo moderno y acabados sencillos, utilizando madera y granito. La iluminación natural es abundante gracias a amplias ventanas que permiten una buena distribución de la luz. La distribución es funcional, con espacios abiertos que integran cocina y comedor, mientras que los cuartos y baños ofrecen privacidad. Las vistas exteriores muestran un entorno urbano. El estado general es bien cuidado, con paredes, pisos y techos en buen estado sin desgaste notable. La decoración es mínima, pero funcional, con carpintería bien integrada en el diseño."
