link,price,bedrooms,bathrooms,area,agency,coordinates,facilities,upload_date,stratum,parking_lots,floor,construction_age_min,construction_age_max,description,places,location,transportation
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400783,1500000,3,1,62,Inmobiliaria TuCasa.com,"(4.710843692858528, -74.10276174545288)","['Restaurantes', 'Servicios Públicos', 'Cerca a sector comercial', 'Cerca de Zona Urbana', 'Cerca centro comercial', 'Alcantarillado', 'Baño Auxiliar', 'Piso de alta resistencia', 'Piso en Baldosa / Mármol', 'Garaje Cubierto', 'Bombas de gasolina', 'Parques cercanos']",2025-05-16,3,1,-1,31,100,"El apartamento presenta un estilo arquitectónico sencillo con acabados básicos, utilizando materiales como azulejos y madera en la cocina, y baldosas de piedra en el suelo. La iluminación natural es limitada, debido a las ventanas de tamaño mediano que permiten solo una entrada moderada de luz. La distribución es tradicional, con áreas delimitadas y espacios comunes más abiertos, destacando la sala. Las vistas son urbanas, evidenciando un entorno cerrado. Su estado general es decente, pero algunas paredes y azulejos muestran desgaste. No hay elementos decorativos notables ni características estructurales destacadas más allá de las escaleras internas y un pequeño área de lavado.","['Plaza Distrital de Mercado Quirigua', 'Parque San Andrés Bochica', 'CAMPESINOS MAESTROS SEDE CALLE 80', 'AC 80 - AV. C. de Cali', 'Tiendas Ara', 'PERRO MONO QUiRiGUA', 'Hornitos Quirigua', 'TIENDA D1 CEREZOS', 'Estoy Dónde Elsa', 'KFC Quirigua', 'Casa Cleves', 'Oxxo Primavera', 'Parque Afidro Florencia', ""Domino's Pizza Calle 80"", 'Supermercado Ricaurte', 'Cooratiendas Bochica III', 'Bachué', 'Estación Trasmilenio Quirigua 80', 'Asadero las gaviotas plus', ""La Casa D'Los Chorizos""]","['Bogotá', 'Engativá']","['AC 80 - AV. C. de Cali', 'Estación Trasmilenio Quirigua 80']"
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400785,1500000,2,1,42,Inmobiliaria TuCasa.com,"(4.648588644259918, -74.11700963973999)","['Servicios independientes', 'Servicios Públicos', 'Shut de basura', 'Ascensor', 'Cerca centro comercial', 'Alcantarillado', 'Baño Auxiliar', 'Closet', 'Cocina Integral', 'Piso en Baldosa / Mármol', 'Portería / Recepción', 'Parques cercanos']",2025-05-16,4,0,-1,0,1,"El apartamento cuenta con un estilo moderno y acabados sencillos. Los materiales incluyen pisos laminados de madera y cerámica en cocina y baño. La iluminación natural es moderada debido a las paredes exteriores que limitan el ingreso de luz. La cocina tiene distribución abierta, integrada con el área social, y con una barra tipo isla. No hay vistas destacadas, predominando un entorno urbano denso. La distribución es abierta, con acceso a un corredor que conecta habitaciones y baños. Las áreas comunes del edificio están en buen estado y limpias, sin elementos decorativos relevantes en el interior ni en dichas áreas.",,,
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400796,1200000,3,2,56,Inmobiliaria TuCasa.com,"(4.704513649258365, -74.13524866104126)","['Sobre vía secundaria', 'Restaurantes', 'Supermercados / C.Comerciales', 'Servicios Públicos', 'Cerca a sector comercial', 'Cerca de Zona Urbana', 'Cerca centro comercial', 'Cocina Integral', 'Baño Auxiliar', 'Piso de alta resistencia', 'Piso en Baldosa / Mármol', 'Bombas de gasolina']",2025-05-16,2,0,-1,16,30,"Este apartamento presenta un estilo arquitectónico sencillo con acabados modernos y funcionales. Predominan azulejos en baño y cocina, junto a muebles de madera clara y pisos cerámicos en tonos neutros. La iluminación natural es abundante gracias a las ventanas medianas y grandes, especialmente en la sala. La distribución es abierta, conectando las diferentes áreas. Las vistas exteriores son hacia un entorno urbano con edificios de similar estructura. El estado general del apartamento es limpio, con paredes y techos en buen estado de conservación y decoración mínima.","['Parque La Riviera', 'Restaurante Jesiyes', 'Tuyo Engativá Terminal de Transportes Urbano y Operativo', 'Crepes & Waffles', 'Parque linterama', 'Parque Villa Gladys', 'Burger King Aeropuerto Internacional', 'Aeropuerto Eldorado AC 26 - KR 103', 'Cumbia House', 'Renzo Burguer FastFood', 'Parque Villa Teresita', 'Aeropuerto Eldorado', 'Piqueteadero La Sabrosura', 'AC 63 - Kr 111C', 'Dejamu Aeropuero Internacional El Dorado', 'AHORRAMÁS Somos la diferencia', 'Parque La riviera', 'Aeropuerto Eldorado', 'Parque Granjas El Dorado', 'Kokoriko']","['Bogotá', 'Fontibón', 'Engativá', 'Cundinamarca']","['Tuyo Engativá Terminal de Transportes Urbano y Operativo', 'Aeropuerto Eldorado AC 26 - KR 103', 'Aeropuerto Eldorado', 'AC 63 - Kr 111C', 'Aeropuerto Eldorado']"
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401781,3000000,2,2,90,OPENING INMOBILIARIA,"(4.714457779750066, -74.03768062591553)","['Supermercados / C.Comerciales', 'Zona de lavandería', 'Colegios / Universidades', 'Trans. Público cercano', 'Ascensor', 'Vigilancia', 'Estudio', 'Depósito / Bodega', 'Parqueadero Visitantes', 'Zona Residencial', 'Parques cercanos']",2025-05-16,5,2,2,1,8,"El apartamento destaca por su diseño contemporáneo y acabados modernos. Con paredes y techos en buen estado, la iluminación natural es abundante gracias a amplias ventanas, aunque el entorno es urbano. Presenta una distribución abierta y funcional, conectando la sala con una cocina lineal de gabinetes oscuros y encimeras de granito. Los dormitorios cuentan con armarios empotrados y los baños tienen instalaciones sanitarias modernas en cerámica y piedra. El estado general es excelente, sin signos de desgaste, y las áreas comunes muestran un mantenimiento adecuado.","['Éxito Wow Country', 'Parque El Country', 'Carulla Calle 140', 'Crepes & Waffles Torre 140', 'WOK Cedritos', ""McDonald's"", 'Jumbo Altos del Country', 'El Mexican', 'PARQUE SOCIAL SAN ROOQUE', 'Rogelio Red Tacos Cedritos', 'Oda Restaurante', 'Oxxo Cedritos', 'Olímpica Cedritos', 'Kfc', 'Toro Carnes Parrilla Restaurante', 'Archies - Cedritos', 'El Irish Pub - Cedritos', 'Pura Vida veggie and vegan', 'Al Agua Patos Tostadas y Cafe 140', 'Home Burgers Cedritos']","['Bogotá', 'Usaquén', 'Cundinamarca']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401699,1500000,2,2,41,Blein SAS,"(4.727096243382833, -74.05360221862793)",[],2025-05-16,3,0,-1,16,30,"El apartamento cuenta con un estilo arquitectónico simple y funcional, con acabados modernos y materiales de cerámica clara en los pisos. La iluminación natural es moderada, gracias a ventanas de tamaño mediano. Su distribución es compartimentada, con cocina separada y habitaciones divididas por puertas. Ofrece vista urbana, con áreas verdes cercanas. El estado general es bien cuidado, con paredes y pisos en buen estado, sin signos de desgaste. La decoración es mínima y no presenta elementos estructurales distintivos.","['Crepes & Waffles Cedritos', 'Carulla Colina', 'BBC PUB CEDRITOS', 'Parque Nueva Autopista', 'Surtimayorista', 'Pescadería San Marino', 'Calle 146', 'El Corral Cedritos', 'La Güera', ""Pan Pa' Ya! Oficinas"", 'El Corral Primax Las Margaritas', 'Santa Helena de Baviera', 'Charlotte Pastelería (Cake Shop)', 'Heros', 'Archies Calle 139', 'Oh My Sandwich! Colina', 'Toro Azul', 'Tiendas Ara Cedritos 2', 'Parque Prado Pinzón', 'Prado veraniego']","['Suba', 'Usaquén', 'Bogotá', 'Cundinamarca']",['Calle 146']
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401769,4500000,1,3,68,CLAUDIA L VALENCIA V,"(4.709368113519003, -74.04877424240112)","['Hall de Alcobas', 'Piso en Baldosa / Mármol', 'Ascensor', 'Caldera', 'Barra estilo americano', 'Baño Auxiliar', 'Oficina de negocios', 'Chimenea', 'Balcón', 'Instalación de gas', 'Parqueadero Visitantes', 'Parques cercanos']",2025-05-16,5,1,3,9,15,"El apartamento presenta un estilo moderno con acabados sencillos y materiales como madera y metal. La iluminación natural es abundante, gracias a grandes ventanas que ofrecen vistas del entorno urbano. La distribución es abierta en la zona social, integrando la cocina americana con la sala de estar, mientras que las habitaciones y baños están compartimentados para mayor privacidad. El estado general es bueno, con pisos y paredes en buen estado.","[""McDonald's | Calle 127"", 'Crepes & Waffles Avenida 19', 'Éxito Unicentro', 'Carulla Santa Barbara', 'Coctel del Mar', 'Hornitos Santa Bárbara', 'Yanuba Restaurante Santa Bárbara', 'Central Cevichería av. 19', 'Little Caesars Calle 127', 'Calle 127', 'Teriyaki', 'Korea Time', 'Longos Calle 125', 'Giuseppe Verdi', 'Tienda D1 Batan Autopista Norte', 'Carulla Calle 127', 'Oxxo Batan', 'Bosforo', 'Kokoriko Calle 125', 'BBC City']","['Usaquén', 'Bogotá', 'Suba', 'Cundinamarca']",['Calle 127']
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401970,2108300,2,1,60,Acevedo & Cia S.A.S  - Asesores Inmobiliarios,"(4.734773302524222, -74.04707908630371)","['Vista panorámica', 'Trans. Público cercano', 'Calentador', 'Closet', 'Zona Residencial']",2025-05-16,4,1,5,31,100,"Este apartamento en un edificio de diseño moderno ofrece acabados contemporáneos, como madera laminada y granito en la cocina. La iluminación abundante proviene de amplias ventanas que brindan vista urbana hacia áreas verdes. Su distribución es compartimentada, con divisiones claras entre habitaciones, cocina y sala, facilitando la integración visual. El estado general es bueno, con paredes, techos y pisos en buen estado y un enfoque minimalista en la decoración. La cocina y el baño presentan un estado moderno y funcional.","['Gran Parrilla Boyacense - Calle 162', 'Yanuba Restaurante Cedritos', 'Empanadas donde el mono CEDRITOS', 'Carulla Cedro Bolivar', 'Calle 161', 'KFC - Toberin', 'Restaurante Temático La Juguetería - Cedritos', 'Calle 146', 'Lechonería Tolimense La Gustosita', 'El Corral Primax Las Margaritas', 'Charlotte Pastelería (Cake Shop)', 'OXXO Estrella Norte', 'Toro Azul', 'Da Quei Matti Cedritos', 'Olímpica', 'Caldo Parao', 'Tiendas Ara Victoria norte', 'Parque Victoria Norte', 'Parque Estrella Norte', 'La Marimonda del Mono Cedritos']","['Bogotá', 'Usaquén', 'Suba', 'Cundinamarca']","['Calle 161', 'Calle 146']"
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402047,11600000,3,3,276,INMOBILIARIA ESPACIOS & DESARROLLOS URBANOS,"(4.719996491810836, -74.02323961257935)","['Canchas Deportivas', 'Salón Comunal', 'Shut de basura', 'Piso en Madera', 'Terraza', 'Trans. Público cercano', 'Ascensor', 'Calentador', 'Cancha de Tennis', 'Balcón', 'Alarma', 'Jardín']",2025-05-16,6,2,-1,31,100,"El apartamento presenta acabados modernos y un estilo contemporáneo, destacándose por su iluminación abundante gracias a grandes ventanas. Su distribución es abierta, integrando áreas comunes como la sala y comedor con terrazas exteriores, y cuenta con cocina semi-integrada con materiales de granito. Las vistas ofrecen un equilibrio entre entorno natural y urbano. El estado general es de buen mantenimiento, con paredes y techos en buen estado, todo enfocado en resaltar la amplitud y luminosidad de los espacios.","['Carulla Calle 147', 'Parque Cedro Golf', 'Archies - Cedritos', 'El Irish Pub - Cedritos', 'Tienda Ara Belmira', 'Carulla Belmira', 'Olimpica', 'Crepes & Waffles Centro Comercial Palatino', 'El Corral Palatino', 'Tiendas D1 Belmira', 'Frisby C.C. Belaire', 'BBC PUB BELAIRE', 'El Corral Belaire', 'Parque Belmira', 'Buffalo Wings', 'Necio Cedritos', 'Tienda D1 BELMIRA', 'Naguará de arepas', 'El turkco - Döner Kebab (Cocina turca).', 'El Chori Charrúa']","['Usaquén', 'Bogotá', 'Cundinamarca', 'Palatino']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo/192399624,2500000,2,1,70,Organización Inmobiliaria Gestión y Proyectos SAS,"(4.6919389325441205, -74.06177759170532)","['Salón Comunal', 'Supermercados / C.Comerciales', 'Vista panorámica', 'Sobre vía principal', 'Colegios / Universidades', 'Trans. Público cercano', 'Ascensor', 'Vigilancia', 'Cocina Integral', 'Baño Auxiliar', 'Zona Residencial', 'Alarma']",2025-05-16,5,1,-1,9,15,"El apartamento cuenta con un estilo contemporáneo y acabados tradicionales. Los muebles de la cocina son de madera oscura con desgaste, y las encimeras son de granito. La iluminación natural es moderada en el área común, mientras que en las habitaciones es limitada. Presenta una distribución compartimentada, con cocina y área de lavado separadas. Desde las ventanas se aprecia una vista urbana, lo que indica una zona residencial. El estado general es habitable, aunque se observan signos de desgaste en pisos y paredes. La decoración es básica y carece de características artísticas distintivas.","['Carulla Alhambra', 'Hotel Lancaster House Suites', 'Los 3 Elefantes Pasadena', 'Olímpica calle 100', 'Mercado Zapatoca Andes', 'Hornitos La Castellana', 'Suba Calle 95', 'Carulla Pasadena', 'Calle 106', 'Tiendas Ara Pasadena', 'Asadero De Carnes Mi Calido Ranchito', 'Seoulmate Kpop Cafe', 'Suba Calle 100', 'Китайски ресторант ""Чънду""', 'Takami', 'Oxxo Calle 100', 'Buffalo Wings', 'La Tienda del Porro', ""Pan Pa' Ya! Calle 106"", 'Pepe Sierra']","['Suba', 'Bogotá', 'Cundinamarca', 'Barrios Unidos', 'Usaquén']","['Suba Calle 95', 'Calle 106', 'Suba Calle 100', 'Pepe Sierra']"
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401923,7500000,3,3,197,MARIA CAMILA FERNANDEZ,"(4.700471800767576, -74.03403282165527)","['Hall de Alcobas', 'Salón Comunal', 'Salón de Juegos', 'Garaje(s)', 'Citófono', 'Ascensor', 'Cocina Integral', 'Baño Auxiliar', 'Chimenea', 'Gimnasio', 'Balcón', 'Parques cercanos']",2025-05-16,6,2,8,31,100,"El apartamento cuenta con un estilo arquitectónico moderno y acabados contemporáneos. Los materiales, como los pisos de madera y los azulejos en la cocina y baños, están en buen estado. La iluminación natural es abundante gracias a grandes ventanas que iluminan las áreas sociales, donde la distribución es abierta. La cocina, sin embargo, tiene un diseño más cerrado. Las vistas exteriores ofrecen un entorno urbano. Su estado general es de buena conservación, con paredes y techos bien mantenidos. La decoración es sobria, destacando un candelabro en la sala.","['Parque El Country', 'Parque fundacional de Usaquén', 'Éxito Unicentro', 'Bridados Muhai', 'BrewPub Rooftop', 'La Mar • Cebichería Peruana', 'Café Amarti', 'Bicono Usaquen', 'Wagco Fusion Urban Foods', 'Crepes & Waffles Usaquén', 'Carulla Bella Suiza', 'Osaki Usaquén', 'Abasto', 'Campo Dei Fiori - Restaurante Italiano', 'WOK Usaquén', 'Restaurante Cecilia', 'Cava Oculta de Alpina', 'Sushi Bushido Usaquén', 'Andres Carne de Res · Plazoleta de Comidas', 'Santa Costilla - Usaquén']","['Bogotá', 'Usaquén', 'Cundinamarca']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401897,1850000,2,2,40,Inmobiliaria Bogotá S.A.S,"(4.620464064339824, -74.09776210784912)","['Restaurantes', 'Salón Comunal', 'Seguridad', 'Cerca a sector comercial', 'Ascensor', 'Calentador', 'Portería / Vigilancia', 'Alcantarillado', 'Baño Auxiliar', 'Closet', 'Piso en Baldosa / Mármol', 'Portería / Recepción']",2025-05-16,3,0,-1,0,1,"El apartamento presenta un estilo arquitectónico contemporáneo con acabados modernos. Dispone de buena iluminación natural gracias a grandes ventanas que ofrecen vista urbana. La distribución es abierta en áreas como la cocina, conectada a la sala, mientras que las habitaciones son compartimentadas. El estado general es bueno, con paredes y techos en buen estado y sin signos de desgaste. Los materiales de la cocina incluyen madera, y el baño tiene acabados en cerámica blanca. El entorno es urbano, con edificaciones próximas y una atmósfera cerrada, pero bien iluminada.","['Jumbo Carrera 30', 'Supermercado Don Camilo', 'Las Ollitas de la Abuela', 'El Corral Américas', 'Restaurante Darius', 'RESTAURANTE LEÓN única sede', 'IDRD PARQUE LOS EJIDOS', 'Pescadería Marineros', 'Mamá Pollo', 'Vencedor El Pollo Colombiano Bogotá', 'AC 13 - Kr 38', 'Oxxo San Andresito de la 38', 'Isla del Mar San Andresito', 'Meals de colom', 'Punta D´Anca', 'OXXO El Ejido', 'Parque Nación Verdolaga', 'Restaurante brasas llaneras Sector Américas', 'PPC Pollo Pizza Carne Planta De Producción', 'OXXO Centrik View']","['Puente Aranda', 'Bogotá', 'Cundinamarca']",['AC 13 - Kr 38']
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402202,2100000,3,2,84,CG OPTIM IT SAS,"(4.643412950133462, -74.06441688537598)","['Piso en Baldosa / Mármol', 'Instalación de gas', 'Zona de lavandería', 'Calentador']",2025-05-16,3,0,2,31,100,"El apartamento tiene un estilo sencillo con acabados básicos y suelos de cerámica en cocina y baños. La iluminación natural es moderada, aunque las vistas son cerradas debido a estructuras externas. La distribución es semi-abierta, conectando la cocina con la sala, mientras que las habitaciones y baños son independientes. El estado general es habitable, aunque algunas áreas muestran desgaste en paredes y muebles. La decoración es escasa, con detalles mínimos en molduras de techo y un arco en el pasillo que aporta un toque especial.","['Parque de los Hippies', 'Club THEATRON', 'Éxito Chapinero', 'Parque de Lourdes', 'Carulla Calle 63', 'El Chato', 'Plaza de Lourdes', 'Estacion Calle 63 Transmilenio', 'Pecas y Fresas Pastelería Artesanal', 'La Pinta de Bogotá', 'Mistral', 'Insurgentes - Taco Bar', 'El Mono Bandido Chapinero', 'Mesa Franca', ""McDonald's"", 'OBSERVATORIO DISTRITAL DEL EXILIO MUSICAL O.D.E.M', 'Hotel Vilar America', 'Mini Mal', 'Hornitos Calle 51', 'Restaurante Salvo Patria']","['Bogotá', 'Chapinero', 'Teusaquillo', 'Cundinamarca']",['Estacion Calle 63 Transmilenio']
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402147,1600000,3,2,63,GREINMO CONSULTORES,"(4.638793290243582, -74.15258646011353)","['Salón Comunal', 'Piscina', 'Shut de basura', 'Colegios / Universidades', 'Seguridad', 'Cancha de Baloncesto', 'Cancha de Futbol', 'Cerca centro comercial', 'Closet', 'Tanques de Agua', 'Balcón', 'Parqueadero Visitantes']",2025-05-16,3,1,7,1,8,"Este apartamento contemporáneo cuenta con acabados modernos y está en buen estado general. La iluminación natural es limitada y presenta una distribución compartimentada con pasillos que conectan los diferentes ambientes. Ofrece vista urbana hacia un entorno densamente construido con áreas verdes cercanas. Las paredes y pisos se encuentran en buen estado, sin signos de desgaste. Las áreas comunes, como la piscina cubierta, están limpias y bien mantenidas, proporcionando opciones recreativas y espacios para eventos.","['Supermercado Merkacol - AMÉRICAS', 'Parque de Valladolid', 'Éxito Tintal', 'La Cabaña de Álvaro', 'Transversal 86', 'Parque María Paz', 'Mercado Zapatoca Senderos de Castilla', 'Septimo cielo', 'Surtimayorista Corabastos', 'Tiendas D1 María Paz', 'Parque Condados De Castilla', 'Biblioteca Tintal', 'Humedal El Burro', 'Oxxo Paseo Sevilla', 'Parque de los Soldaditos', 'Tiendas Ara Pio XII', 'D1 Dtodo', 'El Patio Hamburguesa Artesanal', 'Parque Catania', 'Parque Vecinal Rincón de los Angeles']","['Bogotá', 'Kennedy', 'Cundinamarca']","['Transversal 86', 'Biblioteca Tintal']"
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402331,14500000,4,4,310,MY LOCATION REALTY,"(4.650042964695063, -74.04898881912231)","['Acceso Pavimentado', 'Despensa', 'Cuarto de servicio', 'Ascensor', 'Baño Independiente', 'Barra estilo americano', 'Baño Auxiliar', 'Estudio', 'Depósito / Bodega', 'Balcón', 'Instalación de gas', 'Parqueadero Visitantes']",2025-05-16,6,2,3,31,100,"Este apartamento moderno cuenta con acabados lujosos en madera y mármol. La iluminación natural es abundante gracias a grandes ventanales, y su distribución es abierta, integrando cocina, comedor y sala de estar. Las vistas exteriores ofrecen tanto un entorno natural con árboles como un contraste urbano. El estado general es excelente, con paredes, pisos y techos en buen estado, complementados por una decoración sobria y elementos artísticos que añaden un toque personal.","['Quebrada La Vieja', 'Masa 70 | restaurante', 'El Chato', 'Carulla Rosales', 'Bicono Zona G', 'Al Agua Patos', 'Artesano Rosales by Crepes & Waffles', 'Hotel Rosales Plaza Bogotá', 'La Macheleria Steakhouse Zona G', 'SHG Liv Zona G Hotel', 'La Cabrera Bogotá l Parrilla Argentina | Restaurante Zona G', 'Tierra Chapinero', 'Ramen Bar Tomodachi', 'Fiero', 'Cecilia Cocina y Bar', 'LEO', 'Vitto Restaurante', 'Elcielo Restaurant Bogotá', 'Osaki Artisan', 'Árbol del Pan']","['Bogotá', 'Chapinero', 'Cundinamarca']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo/192403030,5000000,3,3,234,KONSULTAME HOME,"(4.719012785559912, -74.04253005981445)","['Supermercados / C.Comerciales', 'Parques cercanos', 'Colegios / Universidades', 'Calentador', 'Cocina Integral', 'Baño Auxiliar', 'Chimenea', 'Patio', 'Piso en Baldosa / Mármol', 'Jardín', 'Instalación de gas', 'Cocina tipo Americano']",2025-05-16,4,1,-1,16,30,"El apartamento presenta un diseño contemporáneo con acabados de madera y cerámica. Las paredes son en buen estado y destacan por su tonalidad blanca, mientras que los techos de madera oscura aportan calidez. Dispone de buena iluminación natural gracias a amplias ventanas que ofrecen vistas hacia un entorno natural con jardines, aunque también se observan edificios adyacentes. La distribución es abierta, conectando la sala y el comedor con el exterior mediante puertas de vidrio. El estado general es bien cuidado, con suelos limpios y elementos decorativos que añaden carácter, y la cocina está equipada con electrodomésticos modernos.","['Carulla Calle 140', 'Crepes & Waffles Torre 140', 'WOK Cedritos', 'Crepes & Waffles Cedritos', 'El Mexican', ""McDonald's"", 'Rogelio Red Tacos Cedritos', 'BBC PUB CEDRITOS', 'Oda Restaurante', 'Oxxo Cedritos', 'Olímpica Cedritos', 'Kfc', 'Parque Nueva Autopista', 'Olímpica Contador Supermarket', 'Frisby Cra 19', 'Toro Carnes Parrilla Restaurante', 'El Corral Cedritos', 'Ajiaco & frijoles Cedritos', 'KFC Alcalá', 'Pura Vida veggie and vegan']","['Usaquén', 'Bogotá', 'Cundinamarca', 'Suba']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401443,2600000,3,2,93,Bienco S.A,"(4.727459782922031, -74.0440320968628)","['Salón Comunal', 'Vista panorámica', 'Sobre vía principal', 'Trans. Público cercano', 'Cocina Integral', 'Closet', 'Gimnasio', 'Chimenea', 'Instalación de gas', 'Zona Residencial', 'Cocina tipo Americano']",2025-05-16,4,1,3,9,15,"El apartamento cuenta con un estilo funcional y acabados modernos, incluyendo pisos de madera laminada y cerámica en la cocina y baños. La cocina presenta mobiliario sencillo con gabinetes blancos y superficies de granito. La iluminación natural es abundante gracias a ventanas generosas, y la distribución es eficiente con una entrada que conecta diferentes ambientes. Las vistas son urbanas, con visuales hacia áreas verdes, situándose en un entorno despejado. El estado general es bien cuidado, con paredes, pisos y techos en buen estado, aunque sin decoraciones destacables.","['Crepes & Waffles Cedritos', 'Yanuba Restaurante Cedritos', 'Empanadas donde el mono CEDRITOS', 'Carulla Cedro Bolivar', 'El Mexican', ""McDonald's"", 'Restaurante Temático La Juguetería - Cedritos', 'BBC PUB CEDRITOS', 'Oxxo Cedritos', 'Kfc', 'Parque Nueva Autopista', 'Olímpica Cedritos', 'Olímpica Contador Supermarket', 'Toro Carnes Parrilla Restaurante', 'Frisby Cra 19', 'El Corral Cedritos', 'Calle 146', 'El Corral Primax Las Margaritas', 'Ajiaco & frijoles Cedritos', 'KFC Alcalá']","['Bogotá', 'Usaquén', 'Suba', 'Cundinamarca']",['Calle 146']
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401679,1495000,2,1,52,UNIPROYECTOS S.A.S,"(4.736163290199309, -74.08402919769287)","['Salón Comunal', 'Sobre vía principal', 'Citófono', 'Trans. Público cercano', 'Cerca centro comercial', 'Closet', 'Zona Infantil', 'Instalación de gas', 'Zona Residencial']",2025-05-16,3,1,-1,16,30,"Este apartamento presenta un estilo sencillo y funcional con acabados básicos, utilizando cerámica en la cocina y baño, y laminado de imitación de madera en la sala y habitaciones. La cocina cuenta con mobiliario de madera y superficie de granito. Dispone de iluminación abundante gracias a grandes ventanas, aunque la cocina tiene iluminación moderada. Su distribución es abierta en áreas sociales, mientras que las habitaciones son cerradas. Se ofrece vista urbana y áreas verdes. Las paredes, pisos y techos están en buen estado, y el entorno incluye parqueo organizado y un parque infantil, sin decoración sofisticada.","['Parque Mirador de los Nevados', 'SALCHIMONSTER SUBA - SALCHIPAPERIA', ""McDonald's Suba"", 'Olímpica Centro Suba', 'Parque Casa Blanca', 'La Salchipaperia D.C. Suba', 'Milkshake suba la campiña', 'KFC Suba', 'Parque Quintas De Provenza', 'Parque Central Suba', 'El Corral Suba', 'Oxxo Plaza Suba', 'Suba Transversal 91', ""Domino's Pizza Suba"", 'Algomerkar Ltda', 'Suba - Tv. 91', 'Parque urb. villa catalina 1 sector', 'Tiendas Ara', 'AV. Suba - KR 91', 'Tienda Ara Suba Chucua']","['Bogotá', 'Suba', 'Cundinamarca']","['Suba Transversal 91', 'Suba - Tv. 91', 'AV. Suba - KR 91']"
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401767,7323000,2,3,140,RESIDENTTI,"(4.693970577302554, -74.03553485870361)","['Hall de Alcobas', 'Despensa', 'Amoblado', 'Citófono', 'Baño Independiente', 'Comedor auxiliar', 'Barra estilo americano', 'Baño Auxiliar', 'Closet', 'Depósito / Bodega', 'Estudio', 'Cocina tipo Americano']",2025-05-16,6,2,4,1,8,"El apartamento tiene una distribución abierta y acabados modernos, utilizando materiales como madera y vidrio. La iluminación natural es abundante gracias a amplias ventanas de suelo a techo, especialmente en las áreas comunes. Las vistas son hacia un entorno urbano, con algunas áreas más despejadas. Su estado general es muy bueno, con paredes y techos en buen estado y sin señales de desgaste. La decoración es minimalista y acogedora, complementada con plantas y arte.","['Jumbo Santa Ana', 'Parque fundacional de Usaquén', 'Carulla Pepe Sierra', 'Olímpica Santa Ana', 'Bridados Muhai', 'BrewPub Rooftop', 'La Mar • Cebichería Peruana', 'Café Amarti', 'Bicono Usaquen', 'Wagco Fusion Urban Foods', 'Crepes & Waffles Usaquén', 'Carulla Bella Suiza', 'Le Grand Mamma 116', 'Abasto', 'Osaki Usaquén', 'Campo Dei Fiori - Restaurante Italiano', 'WOK Usaquén', 'Restaurante Cecilia', 'Cava Oculta de Alpina', 'Sushi Bushido Usaquén']","['Usaquén', 'Bogotá', 'Cundinamarca']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo/192399502,6200000,3,2,110,Elite Inmobiliaria,"(4.663046166800295, -74.0534520149231)","['Canchas Deportivas', 'Acceso Pavimentado', 'En condominio', 'Cancha de Baloncesto', 'Ascensor', 'Alcantarillado', 'Cancha de Tennis']",2025-05-16,5,1,7,31,100,"El apartamento cuenta con un diseño moderno y acabados elegantes, destacando su suelo de parquet claro y paredes lisas en tonos neutros. La cocina tiene una distribución abierta, con azulejos blancos y mobiliario contemporáneo. Excelente iluminación natural gracias a grandes ventanas que ofrecen vista urbana y áreas verdes. Su distribución facilita la integración de espacios comunes, mientras que las habitaciones y baños gozan de privacidad. El estado general es bien cuidado, con mínimas señales de desgaste. Las instalaciones exteriores, como áreas de juegos, están en buen estado y bien integradas al entorno urbano.","['Andrés D.C. Bogotá', 'Carulla Country', ""Storia D'Amore zona T"", 'Osaka Bogotá', 'Astoria Rooftop | The Best Rooftop in Colombia', 'Cantina La 15 Bogotá - Bar y Restaurante Mexicano', 'Harry Sasson', 'Crepes & Waffles Calle 83-Zona T', 'Masa 81 | restaurante', 'Attic & Keller', 'Carulla Rosales', 'Crepes & Waffles Calle 73', 'WOK Zona T', 'Malaflor', 'Arrogante Restaurante Bogotá', 'Carulla El Retiro', 'Al Agua Patos', 'Ichiraku Ramen Bogotá Norte', 'B.O.G. Hotel', 'El Mexican Calle 80']","['Bogotá', 'Chapinero', 'Cundinamarca']",[]
